Title,Summary,Enrollment,Stars,Rating,Link,Category,languages
curso de screaming frog seo spider tutorial y auditorias,aprende a analizar paginas webs con la herramienta que utilizan los expertos top en seo incluye tecnicas de scrapping ,233,4.3,10,https://www.udemy.com/course/curso-de-screaming-frog/,Marketing,es
marketing relacional,aprende como analizar segmentar fidelizar y desarrollar clientes usando estrategias y tecnicas de marketing relacional,79,4.5,10,https://www.udemy.com/course/marketing-relacional/,Marketing,es
curso facebook ads intermediario,alavanque o seu negocio atraves da plataforma mais utilizada no mundo ,9,5.0,9,https://www.udemy.com/course/curso-facebook-ads-nivel-intermediario/,Marketing,es
gestion de grupos de facebook,todo lo que tienes que saber sobre grupos de facebook en un solo lugar haz que tus seguidores se enganchen y participen,24,4.9,9,https://www.udemy.com/course/curso-de-gestion-de-comunidades-en-facebook/,Marketing,es
curso facebook ads para iniciantes anuncie no facebook,alavanque o seu negocio atraves da plataforma mais utilizada no mundo ,9,5.0,9,https://www.udemy.com/course/curso-facebook-ads-para-iniciantes/,Marketing,es
compra programatica,compra programatica como utilizarla en funcion de tus necesidades,23,4.1,9,https://www.udemy.com/course/compra-programatica/,Marketing,es
twitter empresarial tu aliado para conseguir clientes,desarrolla grandes comunidades con personas interesadas en tu marca producto o servicio,51,4.0,9,https://www.udemy.com/course/twitter-empresarial-tu-aliado-para-conseguir-clientes/,Marketing,es
twitter empresarial tu aliado para conseguir clientes,desarrolla grandes comunidades con personas interesadas en tu marca producto o servicio,51,4.0,9,https://www.udemy.com/course/twitter-empresarial-tu-aliado-para-conseguir-clientes/,Marketing,es
imagen y comunicacion,aprende los secretos de la imagen estilo color expresion corporal y redes sociales para ser un profesional ,39,4.1,8,https://www.udemy.com/course/imagen-fisica-y-comunicacion-profesional/,Marketing,es
curso facebook ads avancado,alavanque o seu negocio atraves da plataforma mais utilizada no mundo ,9,5.0,8,https://www.udemy.com/course/curso-facebook-ads-avancado/,Marketing,es
seo en youtube posiciona tus videos,aprende a hacer seo en youtube incrementa tus visitas y suscriptores a largo plazo ,21,4.8,8,https://www.udemy.com/course/seo-en-youtube-posiciona-tus-videos/,Marketing,es
como vender mas por menos usando el marketing digital,este curso te explicara paso a paso como un negocio o profesional debe trabajar su presencia digital,59,4.7,8,https://www.udemy.com/course/como-vender-mas-usando-marketing-digital/,Marketing,es
blogs marketing de articulos para empresas y negocios,aprende como generar y optimizar los contenidos de tu blog de empresa o negocio,20,4.7,8,https://www.udemy.com/course/curso-blogs/,Marketing,es
 estrategias para escribir y ganar dinero con tu libro,escribe publica y monetiza tu libro,85,4.0,8,https://www.udemy.com/course/7-estrategias-para-escribir-y-ganar-dinero-con-tu-libro/,Marketing,es
como ser un experto en video marketing con copywriting y pnl,transforma tu contenido en grandes videos gracias a herramientas y tecnicas unicas ,272,4.4,8,https://www.udemy.com/course/como-ser-un-experto-en-video-marketing-con-copywriting-y-pnl/,Marketing,es
como publicar tu libro paso a paso,guia completa para llegar del manuscrito al libro en las manos del lector,23,4.8,7,https://www.udemy.com/course/como-publicar-tu-libro-paso-a-paso/,Marketing,es
facebook marketing aumenta tus ingresos y comunidad,lleva tu conocimiento en facebook marketing a otro nivel gestiona tu comunidad y aumenta tus ingresos ,20,4.0,7,https://www.udemy.com/course/facebook-marketing-aumenta-ingresos/,Marketing,es
curso de seo en youtube y marketing digital estrategias,aprende a generar ingresos con el seo de youtube y con las mejores estrategias del marketing digital y de afiliados,45,4.3,7,https://www.udemy.com/course/curso-de-marketing-digital-y-seo-en-youtube-estrategias/,Marketing,es
crea tu chatbot y vende mas en facebook,configura tu asistente personal virtual mejora tus ventas y tu servicio de atencion a clientes en facebook ,31,4.1,7,https://www.udemy.com/course/crea-tu-chatbot-y-vende-mas-en-facebook/,Marketing,es
facebook ads para dropshipping para principiantes,aprende todo el contenido basico para para dominar tus anuncios para tu tienda online,352,4.1,7,https://www.udemy.com/course/facebook-ads-para-dropshipping-para-principiantes/,Marketing,es
facebook ads e instagram ads ,aprende como hacer campañas de publicidad eficaces en facebook e instagram,20,4.4,7,https://www.udemy.com/course/facebook-ads-e-instagram-ads-2020/,Marketing,es
facebook ads e instagram ads ,aprende como hacer campañas de publicidad eficaces en facebook e instagram,20,4.4,7,https://www.udemy.com/course/facebook-ads-e-instagram-ads-2020/,Marketing,es
google ads pro principiante a maestro,impulsa tu negocio creando poderosas campañas en google ads aprende todo en este curso seras un google ads pro ,21,4.5,7,https://www.udemy.com/course/google-ads-pro-2020-principiante-a-maestro/,Marketing,es
impulso crecimiento y desarrollo de profesionales creativos,aprende las herramientas de comunicacion y habilidades de marketing para tener mas visibilidad para profesional ,1562,4.7,6,https://www.udemy.com/course/impulso-crecimiento-y-desarrollo-de-profesionales-creativos/,Marketing,es
email marketing mas ventas en pasos,viaja rapido de no hacer email marketing a lanzar un anuncio en facebook para construir tu lista de clientes potenciales,52,4.7,6,https://www.udemy.com/course/email-marketing-3-pasos/,Marketing,es
gana dinero creando paginas web en minutos sin programar,aprende como ganar dinero construyendo paginas web profesionales en un corto tiempo y sin usar programacion ,29,4.6,6,https://www.udemy.com/course/gana-dinero-creando-paginas-web-en-15-minutos-sin-programar/,Marketing,es
 trucos para encontrar trabajo,encuentra el trabajo de de tus sueños hoy y crea el de mañana ,26,4.4,6,https://www.udemy.com/course/self-marketing-diferenciate/,Marketing,es
como crear una carta de venta de alto impacto,un proceso paso a paso para impactar y hacer que el prospecto tome accion,21,4.2,6,https://www.udemy.com/course/como-crear-una-carta-de-venta-de-alto-impacto/,Marketing,es
google empresarial mejora tu posicionamiento web,posiciona organicamente una marca producto o servicio en google con su red social ,26,4.2,6,https://www.udemy.com/course/google-empresarial-mejora-tu-posicionamiento-web/,Marketing,es
diseña tu tarjeta de visita y logo,crea tu propia tarjeta de visita y aumenta tu visibilidad como creativo diseñador interiorista arquitecto ,3393,4.4,5,https://www.udemy.com/course/disena-tarjeta/,Marketing,es
marketing todo lo que debes saber para conseguir resultados,conoce y aplica las estrategias mas efectivas de marketing para desarrollar tu negocio de una forma exitosa y rentable ,36,4.2,5,https://www.udemy.com/course/programa-ejecutivo-en-marketing-edicion-2017/,Marketing,es
social business strategy construye una empresa , que quiere decir ser una empresa descubre que beneficios conlleva y como conseguirlos ,17,4.0,5,https://www.udemy.com/course/social-business-strategy-construye-una-empresa-20/,Marketing,es
curso de facebook ads paso a paso crea y optimiza,aprende desde cero a crear campañas en facebook con estrategia segmentando adecuadamente y optimizando tu presupuesto,666,4.7,5,https://www.udemy.com/course/facebook-ads-2020-paso-a-paso/,Marketing,es
marketing shopify growth hacking startup y seo ,aprende como crear un negocio online u offline de manera facil e intuitiva y hazlo crecer mes tras mes ,20,4.4,5,https://www.udemy.com/course/marketing-master-seo-fb-instagram-ads-de-0-a-100/,Marketing,es
como empezar en youtube la guia completa paso a paso,el curso que te enseña como ganar dinero con un canal de youtube,321,4.7,5,https://www.udemy.com/course/como-vivir-de-youtube/,Marketing,es
facil y rapido web profesional wordpress de a experto,de novato a experto la formula paso a paso mas rapida y facil ,25,4.2,5,https://www.udemy.com/course/wordpress-tu-sitio-web-facil-y-rapido/,Marketing,es
anuncios de facebook ,como hacer una campaña exitosa a bajo costo para multiplicar tus ventas,18,4.6,5,https://www.udemy.com/course/anunciosdefacebook101/,Marketing,es
normas de facebook ads,aprende sobre las normas de la publicidad pagada de facebook e instagram,5,5.0,5,https://www.udemy.com/course/normas-facebook-ads/,Marketing,es
facebook marketplace venta efectiva de articulos de mano ,aprende como usar el marketplace de manera eficaz y gratis obten mas ventas y clientes con diferencial tu favor ,35,4.1,5,https://www.udemy.com/course/facebook-marketplace-venta/,Marketing,es
 estrategias de marketing movil que utiliza spotify, tienes una aplicacion movil aprende las estrategias que usa esta gran empresa,1414,4.2,5,https://www.udemy.com/course/estrategia-mobile/,Marketing,es
seo optimizacion en motores de busqueda,posiciona tu sitio web en google y otros buscadores,16,4.8,4,https://www.udemy.com/course/seo-optimizacion-en-motores-de-busqueda/,Marketing,es
mercadotecnia deportiva digital,aplica tus conocimientos y mejora tu presencia online,14,4.6,4,https://www.udemy.com/course/mercadotecnia-deportiva-digital/,Marketing,es
email marketing para empresas y negocios,aprende como generar y optimizar los emails boletines de tu empresa o negocio,14,4.5,4,https://www.udemy.com/course/curso-email-marketing/,Marketing,es
twitter crea una comunidad fiel en torno a tu marca,haz crecer tu marca personal o profesional gracias a twitter aprende paso a paso y desde lo que muchos as desconocen ,21,5.0,4,https://www.udemy.com/course/curso-basico-twitter/,Marketing,es
lanza tu podcast en dias,el paso a paso para aprender a estructurar grabar editar y subir a tu hosting tu podcast,22,4.5,4,https://www.udemy.com/course/lanzatupodcast/,Marketing,es
programa de gestion de crisis en redes sociales,aprende metodologias y herramientas para proteger la reputacion de tu negocio en las redes sociales ,13,4.2,4,https://www.udemy.com/course/programa-de-gestion-de-crisis-en-redes-sociales/,Marketing,es
facebook ads vence a tu competencia de a ,crear junto a nosotros un plan de marketing de meses aprende como hacer campañas de publicidad eficaces en facebook,11,5.0,4,https://www.udemy.com/course/facebook-ads-para-campeones-2020-vence-a-tu-competencia/,Marketing,es
curso de marketing de afiliados,gana dinero promocionando productos de terceros,9,4.1,4,https://www.udemy.com/course/curso-de-marketing-de-afiliacion/,Marketing,es
la guia completa para empezar en youtube,descubre como crear un canal en youtube desde cero subir videos hacer que te encuentren y ganar dinero en youtube,106,4.9,3,https://www.udemy.com/course/la-guia-completa-para-empezar-en-youtube/,Marketing,es
distribucion rentable,mejora la rentabilidad de tu empresa y hazla crecer,12,5.0,3,https://www.udemy.com/course/distribucion-rentable/,Marketing,es
como salir en los medios de comunicacion,aprende a salir en los medios y a sacarles partido para tu carrera o tu negocio,30,4.0,3,https://www.udemy.com/course/como-salir-en-los-medios-de-comunicacion/,Marketing,es
optimizacion de velocidad de carga para wordpress,haz que tu sitio web cargue mucho mas rapido,10,4.5,3,https://www.udemy.com/course/optimizacion-de-velocidad-de-carga-para-wordpress/,Marketing,es
optimizacion de velocidad de carga para wordpress,haz que tu sitio web cargue mucho mas rapido,10,4.5,3,https://www.udemy.com/course/optimizacion-de-velocidad-de-carga-para-wordpress/,Marketing,es
seo para shopify posiciona tu tienda online,descubre como mejorar el seo de tu tienda en shopify,21,5.0,3,https://www.udemy.com/course/seo-para-shopify-posiciona-tu-tienda-online/,Marketing,es
email marketing con mailer lite,aprende a utilizar mailer lite y empieza a crear tus campañas de email marketing mucho mas efectivas ,18,5.0,3,https://www.udemy.com/course/email-marketing-con-mailer-lite/,Marketing,es
como crear los mejores screenshots para tus aplicaciones,como conseguir mas descargas para tus apps y videojuegos a traves los mejores screenshots,358,4.6,3,https://www.udemy.com/course/herramientas-para-crear-los-mejores-screenshots-para-apps/,Marketing,es
marketing por instagram estrategias y tacticas,aprende el paso a paso de las funciones de instagram como un experto,6,4.0,3,https://www.udemy.com/course/instagram-de-la-a-a-la-z-2019/,Marketing,es
acelerador musical en youtube,aprende como conseguir decenas de miles de reproducciones en tus canciones incluso sin experiencia en redes sociales,17,4.4,3,https://www.udemy.com/course/acelerador-musical-en-youtube/,Marketing,es
publicidad y promocion audiovisual,explica el proceso de como un creativo hace el lanzamiento o venta de un producto ,10,4.5,2,https://www.udemy.com/course/publicidad-y-promocion-audiovisual/,Marketing,es
presentacion y negociacion de proyectos audiovisuales,pasos a seguir para presentar correctamente tu proyecto audiovisual,4,4.6,2,https://www.udemy.com/course/presentacion-y-negociacion-de-proyectos-audiovisuales/,Marketing,es
publicidad y promocion audiovisual,explica el proceso de como un creativo hace el lanzamiento o venta de un producto ,10,4.5,2,https://www.udemy.com/course/publicidad-y-promocion-audiovisual/,Marketing,es
 tecnicas de storytelling para vender mas a partir de hoy , imagina contar historias que siempre enganchen a tu audiencia ,8,4.8,2,https://www.udemy.com/course/6-tecnicas-de-storytelling-para-vender-mas-a-partir-de-hoy/,Marketing,es
sesgado vende mas usando menos,haz que te compren sin control y aumentar tus beneficios exponencialmente gracias a estos sesgos cognitivos ,5,4.2,2,https://www.udemy.com/course/sesgados/,Marketing,es
curso de edicion de videos para emprendedores,aprende a editar tus propios videos o los videos de tus clientes ,372,5.0,2,https://www.udemy.com/course/gana-dinero-con-camtasia-studio-2019/,Marketing,es
top remarketing google facebook instagram y mas ,lleva tus estrategias de retargeting al proximo nivel ,6,4.5,2,https://www.udemy.com/course/top-remarketing-google-facebook-instagram-y-mas/,Marketing,es
emisora de radio,como tener una emisora de radio en internet,13,4.7,2,https://www.udemy.com/course/emisora-de-radio/,Marketing,es
realiza videos animados profesionales sin experiencia,realiza videos animados profesionales fecionales sin tener experiencia,37,5.0,2,https://www.udemy.com/course/realiza-videos-animados-profesionales-sin-experencia/,Marketing,es
la iglesia en los medios sociales,como alcanzar a los sin iglesia con el internet ,4,4.9,2,https://www.udemy.com/course/iglesiaylasredessociales/,Marketing,es
twitter para empresa marketing para negocio paso a paso,recursos consejos practicas recomendadas y estrategias que te ayudaran a tener exito en tu twitter para empresa,942,5.0,2,https://www.udemy.com/course/twitter-marketing-empresa/,Marketing,es
storytelling en la publicidad,el poder de vender a traves de las historias,5,4.5,2,https://www.udemy.com/course/storytelling-en-la-publicidad/,Marketing,es
twitter para empresa marketing para negocio paso a paso,recursos consejos practicas recomendadas y estrategias que te ayudaran a tener exito en tu twitter para empresa,942,5.0,2,https://www.udemy.com/course/twitter-marketing-empresa/,Marketing,es
aprendiendo marketing digital, ningun negocio es tan pequeño ni tan grande para internet ,4,4.5,2,https://www.udemy.com/course/aprendiendo-marketing-digital/,Marketing,es
taller de tecnicas de marketing low cost y growth hacking,conoce las tecnicas con la mejor relacion calidad precio para sacarle la mayor rentabilidad a tu negocio reinventate ,9,4.0,2,https://www.udemy.com/course/taller-de-tecnicas-de-marketing-low-cost-y-growth-hacking/,Marketing,es
co marketing o como hacer mas con menos,este es un curso que te capacitara para poder realizar desde cero acciones de co marketing con los socios ideales ,1,5.0,1,https://www.udemy.com/course/co-marketing-o-como-hacer-mas-con-menos/,Marketing,es
 estrategias poderosas para generar trafico web gratis,todo lo que necesitas saber para generar trafico web masivo y autoridad en internet,95,5.0,1,https://www.udemy.com/course/como-generar-trafico-web-gratuito-en-internet/,Marketing,es
naming para emprendedores el poder del branding en tu marca,aplica el poder del branding y desarrolla una marca fuerte encontrando el nombre mas eficaz para tu emprendimiento ,8,5.0,1,https://www.udemy.com/course/naming-para-emprendedores/,Marketing,es
mr ventas aprende marketing digital en redes sociales,aprende a crear tu marca una campaña publicitaria y a manejar las redes sociales de una manera rapida y efectiva,6,4.0,1,https://www.udemy.com/course/mr-ventas-aprende-marketing-digital-en-redes-sociales/,Marketing,es
tienda online gratis y vende las horas del dia,crear una tienda online que permita aumentar tus ventas de manera facil y gratis,7,5.0,1,https://www.udemy.com/course/tienda-online-gratis-y-vende-las-24-horas-del-dia/,Marketing,es
facebook ads anunciate en facebook e instagram facil,consigue clientes y despega tu negocio anunciandote en facebook e instagram un curso practico explicado paso a paso ,7,4.5,1,https://www.udemy.com/course/anuncios-en-facebook-e-instagram/,Marketing,es
gerencia estrategica de minoristas las claves del exito,un modelo de posicionamiento estrategico para el negocio minorista retail ,7,4.0,1,https://www.udemy.com/course/gerencia-estrategica-para-minoristas-las-8-claves-del-exito/,Marketing,es
primeros pasos con inbound marketing,aprende a crear tu propia estrategia de inbound marketing acelerar tu presencia online y conquistar nuevos clientes,7,5.0,1,https://www.udemy.com/course/primeros-pasos-con-inbound-marketing/,Marketing,es
telemarketing y ventas telematicas,las ventas telematicas es el futuro te enseñare como debes hacerlo para triunfar,2,5.0,1,https://www.udemy.com/course/telemarketing-y-ventas-telematicas/,Marketing,es
facebook groups como crecer grupos de facebook para empresa,sigue esta guia avanzada paso a paso para hacer crecer tu grupo de facebook a miembros en menos de tres meses,20,4.5,1,https://www.udemy.com/course/grupos-de-facebook/,Marketing,es
facebook ads express,crea anuncios de forma eficaz,7,5.0,1,https://www.udemy.com/course/facebook-ads-express/,Marketing,es
facebook de cero a incluye facebook ads ,un curso para todos aquellos que se encuentra en cero en facebook version con facebook ads ,3,4.0,1,https://www.udemy.com/course/facebook-de-cero-a-100/,Marketing,es
youtubers guia definitiva para emprender en youtube ,bienvenidos emprendedores,2,5.0,1,https://www.udemy.com/course/la-verdadera-guia-del-youtuber/,Marketing,es
invierte en la bolsa mexicana y de usa,metodo simple y efectivo para invertir en la bolsa mexicana y de usa desde mexico sin tener experiencia,9457,4.5,3381,https://www.udemy.com/course/invierte-en-la-bmv/,Finance,es
como ganar dinero invirtiendo en bolsa,sacale el maximo partido a tu dinero aprendiendo a identificar los valores mas rentables,12495,4.1,1140,https://www.udemy.com/course/como-ganar-dinero-invirtiendo-en-bolsa/,Finance,es
curso forex basico ejemplos en vivo de trading real,guia completa para entender el mercado forex desde cero aprende paso a paso como hacer trading real,3856,4.6,905,https://www.udemy.com/course/curso-forex-basico-ejemplos-en-vivo-de-trading-real/,Finance,es
invertir en bolsa analisis tecnico desde cero a intermedio,como hacer analisis tecnico para ganar dinero invirtiendo en bolsa,1133,4.6,751,https://www.udemy.com/course/invertir-en-bolsa-analisis-tecnico-desde-cero-a-intermedio/,Finance,es
guia practica para comprar acciones en la bolsa de usa,aprende de una forma practica y didactica como comprar acciones en la bolsa de valores de los estados unidos ,16805,4.4,623,https://www.udemy.com/course/guia-practica-para-comprar-acciones-en-la-bolsa-de-usa/,Finance,es
contabilidad rapida y eficaz,con esta tecnica veras la contabilidad mas facil podras subir tus ingresos y ganar mas tiempo libre ,2015,4.1,606,https://www.udemy.com/course/contabilidad11/,Finance,es
analisis financiero corporativo,desarrollo del analisis financiero sus principales herramientas indicadores y la construccion de reportes,1494,4.5,429,https://www.udemy.com/course/curso-de-analisis-financiero-corporativo/,Finance,es
bolsa de valores usa para principiantes,curso sobre bolsa de valores de nueva york,1076,4.4,378,https://www.udemy.com/course/bolsa-de-valores-para-principiantes/,Finance,es
excel aplicado al analisis financiero,diseña modelos para finanzas corporativas con excel todas las matematicas financieras para desarrollar tu negocio,2233,4.5,228,https://www.udemy.com/course/excel-aplicado-al-analisis-financiero/,Finance,es
curso de analisis fundamental desde cero,como hacer analisis fundamental para ganar dinero invirtiendo en bolsa,629,4.5,196,https://www.udemy.com/course/invertir-en-bolsa-analisis-fundamental-desde-cero/,Finance,es
introduccion al trading de opciones,curso introductorio para personas interesadas en aprender los conceptos basicos del trading de opciones financieras ,1860,4.8,185,https://www.udemy.com/course/curso-de-opciones-basico/,Finance,es
inteligencia financiera y crecimiento personal,puedes tener mas de lo que tienes si estas dispuesto a ser mas de lo que eres,423,4.6,157,https://www.udemy.com/course/inteligencia-financiera-y-crecimiento-personal/,Finance,es
trading con ondas de elliott,aprende esta poderosa estrategia de trading para invertir en acciones criptomonedas forex y futuros,1058,4.4,153,https://www.udemy.com/course/curso-completo-de-ondas-de-elliott-para-traders/,Finance,es
introduccion a la contabilidad,aprenda los conceptos basicos de la contabilidad y a hacer asientos contables de forma rapida y amena ,521,4.6,141,https://www.udemy.com/course/contabilidad-en-una-hora/,Finance,es
inversion en bolsa importante cuando invertir en bolsa ,curso de bolsa lo que nadie explica sobre el verdadero funcionamiento de la bolsa ,395,4.6,127,https://www.udemy.com/course/curso-de-bolsa-desde-cero-momentos-para-entrar-y-salir-de-la-bolsa/,Finance,es
aprende a invertir en bolsa desde cero,aprende a analizar y valorar empresas para tener exito en el mercado de valores invierte en bolsa sin tener experiencia,349,4.4,104,https://www.udemy.com/course/aprende-a-invertir-en-bolsa-desde-cero/,Finance,es
trading forex comienza a invertir en el mercado de forex,como hacer trading en forex desde cero estrategias de rentables de analisis tecnico,1122,4.4,101,https://www.udemy.com/course/5-estrategias-para-invertir-en-acciones-forex-y-criptomedas/,Finance,es
invertir en forex y acciones eeuu a experto ,herramientas practicas para invertir en forex y en la bolsa de usa sin tener experiencia previa ejemplos reales en vivo,425,4.7,97,https://www.udemy.com/course/aprende-a-invertir-en-forex-y-acciones-de-eeuu-de-cero-a-experto/,Finance,es
finanzas para emprendedores plan financiero desde cero,si no sabes de finanzas y tienes un proyecto de negocio o ya lo iniciaste este curso te sera de mucha utilidad ,285,4.2,96,https://www.udemy.com/course/finanzas-para-emprendedores/,Finance,es
finanzas personales para principiantes,aprende a usar las herramientas basicas para controlar tus finanzas personales ,409,4.2,95,https://www.udemy.com/course/finanzas-personales-para-principiantes/,Finance,es
daytrading basado en precio y volumen,aprende a hacer daytrading comprendiendo que esta ocurriendo en el mercado estudiando la oferta y la demanda,313,4.3,94,https://www.udemy.com/course/trading-intradiario-basado-en-precio-y-volumen/,Finance,es
curso bolsa de valores para principiantes,inversion en acciones empresariales y trading de opciones sin conocimiento sobre mercados financieros,285,4.2,90,https://www.udemy.com/course/curso-de-bolsa-de-valores-para-principiantes/,Finance,es
curso finanzas personales mejora tu vida y obten libertad,un plan para salir de deudas rapido y ser financieramente libre,1745,4.3,80,https://www.udemy.com/course/curso-de-finanzas-personales-mejora-tu-vida-y-obten-liberta/,Finance,es
blockchain entendiendo la cadena de bloques y su evolucion,desde bitcoin pasando por ethereum e incluso iota un recorrido completo por toda la evolucion de blockchain ,221,4.2,79,https://www.udemy.com/course/introduccion-a-blockchain/,Finance,es
aprende a invertir sin capital,aprende e invierte en el mercado de valores de una forma sencilla y amena,721,4.4,69,https://www.udemy.com/course/aprende-a-invertir-sin-capital/,Finance,es
curso quickbooks online en español con actualizaciones ,administra tu negocio en linea curso de quickbooks en español enseñado paso a paso con actualizaciones y ayudas ,127,4.8,67,https://www.udemy.com/course/quickbooksenespanol/,Finance,es
finanzas personales para vivir libre de deudas,descubre como tener una vida prospera sin problemas de dinero y evita caer en la trampa de la bancarrota,267,4.0,65,https://www.udemy.com/course/finanzas-personales-para-vivir-libre-de-deudas/,Finance,es
curso completo de ingenieria economica con excel ,estudios economicos y financieros para ingenieros y otros profesionales resolucion de problemas practicos paso a paso ,2208,4.4,62,https://www.udemy.com/course/curso-completo-de-ingenieria-economica-con-excel/,Finance,es
como invertir en los mercados financieros,aprenda que son los mercados financieros y como cualquiera puede ganar dinero desde su casa ,1007,4.4,60,https://www.udemy.com/course/como-invertir-en-los-mercados-financieros/,Finance,es
contabilidad gubernamental en mexico,curso creado para conocer y aplicar conceptos derivados del marco legal de contabilidad gubernamental ,406,4.5,60,https://www.udemy.com/course/contabilidad-gubernamental/,Finance,es
como analizar las finanzas de una empresa paso por paso, aprende como los profesionales analizan la situacion financiera de cualquier compañia ,536,4.3,60,https://www.udemy.com/course/como-analizar-las-finanzas-de-una-empresa-paso-por-paso/,Finance,es
trading de futuros siguiendo al profesional con wyckoff,aprenda como piensa el profesional y como funciona su manipulacion en el mercado ,228,4.6,59,https://www.udemy.com/course/tradingdefuturos-siguiendolahuellaprofesional/,Finance,es
guia completa de trading analisis tecnico de los mercados,aprende a analizar los mercados financieros de manera logica elaborar hipotesis y a operar cualquier instrumento ,222,4.1,58,https://www.udemy.com/course/guia-completa-de-trading-analisis-tecnico-de-los-mercados/,Finance,es
opciones sobre acciones,curso de opciones sobre acciones en la bolsa de valores de eeuu ,158,4.4,54,https://www.udemy.com/course/opciones-sobre-acciones/,Finance,es
curso de forex de basico a avanzado como ser trader ,descubre las formas patrones y consejos utiles y aplicables para ganar dinero en el mercado de divisas,164,4.8,52,https://www.udemy.com/course/curso-forex/,Finance,es
fundamentos de finanzas aprende usando excel,aprende finanzas mientras mejoras tus habilidades en excel multiples ejercicios para cada tema ,263,4.8,48,https://www.udemy.com/course/fundamentos-de-finanzas-aprende-usando-excel/,Finance,es
bitcoin el futuro del dinero hoy,la revolucion de la industria de servicios financieros ha comenzado,148,4.1,48,https://www.udemy.com/course/bitcoin-el-futuro-del-dinero-hoy/,Finance,es
fondos de inversion la estrategia de inversion mas sencilla,invertir tu dinero nunca ha sido tan facil con lo que aprendas en el curso podras invertir sin complicarte la vida,171,4.4,46,https://www.udemy.com/course/fondos-inversion-invertir-bolsa-dinero/,Finance,es
sistema de programacion neurofinanciero pigmalion,comienza a crear tu nueva mentalidad de abundancia,1522,4.7,45,https://www.udemy.com/course/sistema-de-programacion-neurofinanciero-pigmalion/,Finance,es
sesgados sesgos falacias y modelos mentales,sesgos psicologicos falacias logicas modelos mentales teoria de juegos toma de decision psicologia financiera ,295,4.7,45,https://www.udemy.com/course/inversion_psicologia/,Finance,es
la bolsa desde cero instrumentos argentinos de inversion,comenza a dar tus primeros pasos en la bolsa de manera segura ,79,4.5,42,https://www.udemy.com/course/la-bolsa-desde-cero/,Finance,es
programa gestor de carteras de inversion en r studio,pasos y metodologia necesaria para crear y gestionar portfolios de inversion en mercados financieros,11840,4.4,42,https://www.udemy.com/course/programa-gestor-de-carteras-de-inversion-en-r-studio/,Finance,es
tablas dinamicas de excel,la herramienta mas poderosa de excel,148,4.8,42,https://www.udemy.com/course/tablas-dinamicas-de-excel/,Finance,es
curso completo de finanzas personales para no expertos,simple util aplicable eficaz como nunca te lo enseñaron las mejores tecnicas para manejar tu dinero ,97,4.5,36,https://www.udemy.com/course/curso-completo-de-finanzas-personales-para-no-expertos/,Finance,es
asistente contable,elaboracion y presentacion de estados financieros paso a paso de acuerdo a nics,125,4.0,35,https://www.udemy.com/course/asisistente-contable/,Finance,es
matematica financeira de a a z introdutoria volume i ,a forma mais didatica e mais completa de aprender esta tao importante disciplina viaje conosco ,140,4.8,34,https://www.udemy.com/course/matematicafinanceiradeaaz/,Finance,es
analisis fundamental aplicado al mercado de divisas,busqueda de informacion movimientos de las divisas en el corto plazo y los movimientos fundamentales de largo plazo,67,4.1,32,https://www.udemy.com/course/analisis-fundamental-aplicado-al-mercado-de-divisas/,Finance,es
fundamentos de inversiones aprende desde cero,conceptos clave para iniciarte en el mundo de las finanzas y las inversiones,556,4.1,32,https://www.udemy.com/course/fundamentos-de-inversiones-aprende-desde-cero/,Finance,es
como crear politicas contables bajo niif para pymes,modelo de creacion de politicas y procedimientos contables incluye formatos editables para comenzar ahora mismo ,76,4.2,30,https://www.udemy.com/course/como-crear-politicas-contables-bajo-niif-para-pymes/,Finance,es
 como ser inversionista mejora tus finanzas personales,mas de estrategias para cumplir tus metas,82,4.7,29,https://www.udemy.com/course/inversionista/,Finance,es
aprende excel basico desde cero solo principiantes,excel para la casa escuela y negocios,797,4.6,27,https://www.udemy.com/course/aprende-excel-desde-cero-solo-principiantes/,Finance,es
finanzas personales aprende a comprar ahorrar e invertir,cetes bienes raices fondos de inversion criptomonedas fintech afore y mas aprenda a que tu dinero trabaje por ti ,99,4.4,24,https://www.udemy.com/course/finanzas-personales-aprende-a-comprar-ahorrar-e-invertir/,Finance,es
 trading de alta probabilidad forex y bolsa de ny, gana dinero haciendo trading con herramientas faciles de aplicar mas efectivas que cualquier otra tecnica del mercado,94,4.6,24,https://www.udemy.com/course/trading-de-alta-probabilidad/,Finance,es
sistema de sobres para tus finanzas personales,aprende a administrar tu dinero con el sistema de sobres para mejorar tus finanzas personales,81,4.6,24,https://www.udemy.com/course/sistema-de-sobres-para-tus-finanzas-personales/,Finance,es
taller de contabilidad computarizada,aprende el ciclo contable desde cero y sus fundamentos de la manera mas facil rapida y sin complicaciones ,313,4.1,24,https://www.udemy.com/course/taller-de-contabilidad-computarizada/,Finance,es
opciones binarias y digitales para principiantes,aprende lo necesario para operar de manera independiente ,64,4.5,23,https://www.udemy.com/course/opciones-binarias-y-digitales-para-principiantes/,Finance,es
el juego del dinero, queres aprender a administrar tu dinero encontraste el curso ideal,676,4.5,23,https://www.udemy.com/course/el-juego-del-dinero-tu-tutor/,Finance,es
curso de trading practico basado en casos reales,aprende a hacer trading de manera practica con ejemplos reales ,217,4.2,22,https://www.udemy.com/course/trading-practico/,Finance,es
